wyId,shortName,firstName,middleName,lastName,birthDate,born,passport
384893,T. Chapron,Tony,,Chapron,1972-04-23,250,250
385737,C. Kavanagh,Chris,,Kavanagh,,826,826
387280,B. Kempkes,Benedikt,,Kempkes,,276,276
378952,A. Taylor,Anthony,,Taylor,1978-10-20,826,826
563351,J. Martinez Munuera,Juan,,Martinez Munuera,,724,724
385801,J. Miguelgorry,Jérôme,,Miguelgorry,1976-05-22,250,250
379385,H. Henschel,Holger,,Henschel,1972-12-27,276,276
385796,H. Ben El Hadj,Hakim,,Ben El Hadj,1978-05-30,250,250
398952,José Escuela,José Carlos,,Escuela Melo,,724,724
395094,Abraham Domínguez,Abraham,,Domínguez Cervantes,1986-10-12,724,724
385920,S. Ledger,Scott,,Ledger,,826,826
393631,A. Tolfo,Alessio,,Tolfo,,380,380
396642,S. Giovane,Stefano,,Del Giovane,1977-11-03,380,380
420952,B. Dechepy,Bastien,,Dechepy,,250,250
385529,J. Brisard,Jérôme,,Brisard,1986-03-24,250,250
393627,N. Pagliardini,Niccolò,,Pagliardini,,380,380
395363,José Sánchez,José Antonio,,Sánchez Villalobos,1991-07-06,724,724
384988,J. Collin,Jake,,Collin,,826,826
395079,Alfonso Vicente,Alfonso,,Vicente Moral,1983-04-05,724,724
378126,M. Espinosa,Mauricio,,Espinosa Rodríguez,1972-05-06,858,858
396641,D. Bindoni,Daniele,,Bindoni,,380,380
395194,Antonio Monter,Antonio,,Monter Soláns,1987-10-16,724,724
395305,Julio Mena,Julio,,Mena Gimeno,1985-12-18,724,724
395309,Óscar Martínez,Óscar,,Martínez Santos,1985-08-05,724,724
396639,S. Bellutti,Stefano,,Bellutti,,380,380
384959,G. Kleve,Guido,,Kleve,1976-10-17,276,276
385741,D. Cook,Daniel,,Cook,,826,826
379753,K. Haglund,Kim,,Haglund,1977-05-27,578,578
385528,F. Letexier,François,,Letexier,,250,250
385498,A. Perreau Niel,Alexandre,,Perreau Niel,1983-02-15,250,250
377263,F. Maresca,Fabio,,Maresca,1981-04-12,380,380
84796,S. Gheorghe,Sebastian Eugen,,Gheorghe,1976-03-07,642,642
386030,S. Martin,Steve,,Martin,,826,826
395073,Óscar Herrero,Óscar,,Herrero Arenas,1978-03-20,724,724
385922,D. Eaton,Derek,,Eaton,,826,826
395162,Antonio Santos,Antonio,,Santos Pargaña,1980-10-14,724,724
393559,F. Valeriani,Filippo,,Valeriani,,380,380
383899,D. Schlager,Daniel,,Schlager,1989-12-08,276,276
393594,A. Giua,Antonio,,Giua,1988-03-11,380,380
383339,T. Stein,Thomas,,Stein,1982-04-21,276,276
384950,B. Duran,Bahattin,,Duran,1975-09-26,792,792
379749,S. Moen,Svein Oddvar,,Moen,1979-01-22,578,578
378243,E. Cardozo,Eduardo,,Cardozo,,600,600
384942,Marcos Álvarez,Marcos,,Álvarez Moreno,,724,724
384909,S. van Roekel,Sander,,van Roekel,1974-03-28,528,528
384999,A. Marrazzo,Alfonso,,Marrazzo,,380,380
420829,Alberto Lou,Alberto,,Lou Ballano,1992-09-22,724,724
395184,David Gálvez,David,,Gálvez Rascón,1981-08-25,724,724
395097,Antonio Artacho,Antonio,,Artacho Cobo,1987-03-15,724,724
381840,M. Fritz,Marco,,Fritz,1977-10-03,276,276
380884,M. Geiger,Mark,,Geiger,1974-08-25,840,840
385792,F. Haquette,Frédéric,,Haquette,1975-08-15,250,250
384888,M. Atkinson,Martin,,Atkinson,1971-03-31,826,826
378945,D. Siebert,Daniel,,Siebert,1984-05-04,276,276
395068,Julio Leo,Julio Fermín,,Leo Ollo,1979-10-16,724,724
377211,P. van Boekel,Pol,,van Boekel,1975-09-19,528,528
385798,J. Aube,Julien,,Aube,1986-05-08,250,250
420991,G. Opromolla,Giuseppe,,Opromolla,,380,380
381846,E. Danizan,Eric,,Danizan,1979-02-26,250,250
379474,Eduardo Prieto,Eduardo,,Prieto Iglesias,1981-05-17,724,724
380657,Hassan Suqatari Al Mahri,Hassan Mohammed Hassan Abdullah,,Suqatari Al Mahri,,784,784
393616,A. Tardino,Andrea,,Tardino,1984-02-02,380,380
384993,Roberto Díaz,Roberto,,Díaz Pérez Del Palomar,1976-04-29,724,724
395248,Pedro Muñoz,Pedro Eugenio,,Muñoz Piedra,1983-12-13,724,724
395106,Joan Méndez,Joan,,Méndez Mateo,,724,724
381851,J. Moss,Jonathan,,Moss,1970-10-18,826,826
384921,D. Skomina,Damir,,Skomina,1976-08-05,705,705
386746,D. Robathan,Daniel,,Robathan,,826,826
377241,M. Guida,Marco,,Guida,1981-06-07,380,380
385001,A. Sidiropoulos,Anastasios,,Sidiropoulos,1979-08-09,300,300
395215,Germán Cid,Germán,,Cid Camacho,1987-07-17,724,724
385006,D. England,Darren,,England,,826,826
385704,K. Friend,Kevin,,Friend,1971-07-08,826,826
384350,R. Slysko,Roman,,Slysko,1973-08-04,703,703
396660,E. Caliari,Enrico,,Caliari,,380,380
378151,J. Bascuñán,Julio,,Bascuñán González,1978-06-11,152,152
383900,T. Reichel,Tobias,,Reichel,,276,276
379052,B. Zogaj,Bekim,,Zogaj,1979-09-28,756,756
392689,César García,César,,García Fernández,,724,724
383481,M. Pickel,Mike,,Pickel,1975-04-08,276,276
407732,D. Camara,Djibril,,Camara,1983-08-20,686,686
385005,G. Beswick,Gary,,Beswick,,826,826
393555,Pablo Fernández,Pablo,,Fernández Pérez,1982-07-10,724,724
385962,G. Eltringham,Geoff,,Eltringham,,826,826
385999,R. Ellis,Robert Massey,,Ellis,,826,826
396656,A. Santoro,Alberto,,Santoro,,380,380
384924,Carlos Velasco,Carlos,,Velasco Carballo,1971-03-16,724,724
377268,D. Ghersini,Davide,,Ghersini,1985-04-09,380,380
385912,S. Attwell,Stuart,,Attwell,1982-10-06,826,826
387272,R. Kampka,Robert,,Kampka,1982-02-21,276,276
395192,Juan Campos,Juan Antonio,,Campos Salinas,1989-10-16,724,724
420996,José Martínez,José Luis,,Martínez Serrato,,724,724
395342,Carlos Calderiña,Carlos,,Calderiña Pavón,,724,724
395298,Juan Peña,Juan,,Peña Varela,1985-04-30,724,724
384947,Raúl Cabañero,Raúl,,Cabañero Martínez,,724,724
377270,J. Sacchi,Juan Luca,,Sacchi,1984-10-13,380,380
395081,Jorge Bueno,Jorge,,Bueno Mateo,,724,724
395238,David Recio,David,,Recio Moreno,1989-07-29,724,724
377243,A. Di Paolo,Aleandro,,Di Paolo ,1977-10-21,380,380
395064,Ignacio Rubio,Ignacio,,Rubio Palomino,,724,724
420618,Pablo Brea,Pablo,,Brea Peón,1982-11-11,724,724
384990,B. Madden,Bobby,,Madden,,1002,1002
385921,M. Perry,Marc,,Perry,,826,826
398945,Javier Alberola,Javier,,Alberola Rojas,1991-06-22,724,724
379038,A. Crispo,Andrea,,Crispo,,380,380
386623,A. Davies,Andy,,Davies,,826,826
380616,J. Saidov,Jakhongir,,Saidov,,860,860
395093,Rubén Ávalos,Rubén,,Ávalos Barrera,1987-09-12,724,724
377252,M. Fabbri,Michael,,Fabbri,1983-12-08,380,380
396655,D. Cecconi,Dario,,Cecconi,,380,380
517393,M. Scatragli,Marco,,Scatragli,,380,380
383185,V. Kassai,Viktor,,Kassai,1975-09-10,348,348
395486,Marcos Cerdán,Marcos,,Cerdán Aguilar,,724,724
384953,R. Buquet,Ruddy,,Buquet,1977-01-29,250,250
378947,S. Luzi,Stephan,,Luzi,1974-12-18,250,250
419657,M. Sinn,Markus,,Sinn,1979-02-02,276,276
393591,G. Luciano,Giovanni,,Luciano,,380,380
378212,E. Cáceres,Enrique,,Cáceres,,600,600
395354,Alejandro Muñiz,Alejandro,,Muñíz Ruiz,1991-05-24,724,724
383889,C. Fischer,Christian,,Fischer,1970-08-04,276,276
388411,F. Posado,Fabrizio,,Posado,,380,380
420995,Mario Melero,Mario,,Melero López,1979-07-02,724,724
393628,E. Prenna,Emanuele,,Prenna,,380,380
420665,Daniel Palencia,Daniel,,Palencia Caballero,1992-01-30,724,724
385013,J. Praprotnik,Jure,,Praprotnik,,705,705
395062,José González,José Luis,,González González,1974-09-06,724,724
395210,Raúl González,Raúl Martín,,González Francés,1988-10-11,724,724
388345,R. Landry,Remi,,Landry,,250,250
385509,F. Boudikian,François,,Boudikian,,250,250
383884,M. Borsch,Mark,,Borsch,1977-03-16,276,276
385490,M. Lombard,Matthieu,,Lombard,,250,250
396651,S. Giovani,Stefano,,Giovani,,380,380
393456,S. Longo,Stefano,,Longo,,250,250
385547,C. Günsch,Christof,,Günsch,,276,276
407737,J. Sikazwe,Janny,,Sikazwe,1979-05-26,894,894
385955,J. Simpson,Jeremy,,Simpson,1975-05-13,826,826
385504,G. Lang,Gilles,,Lang,,250,250
395061,José Matías,José Manuel,,Matías Caballero,1973-08-10,724,724
392692,F. Preti,Fabiano,,Preti,,380,380
381863,J. Wicht,Jean-Yves,,Wicht,,756,756
384895,F. Cano,Frédéric,,Cano,1973-07-23,250,250
456280,K. Zitouni,Kader,,Zitouni,,1012,1012
407722,M. Diedhiou,Malang,,Diedhiou,,686,686
396661,T. Villa,Tarcisio,,Villa,,380,380
384898,F. Brych,Felix,,Brych,1975-08-03,276,276
377257,L. Pairetto,Luca,,Pairetto,1984-04-14,380,380
384969,Jon Núñez,Jon,,Núñez Fernández,,724,724
395100,Albert Ávalos,Albert,,Ávalos Martos,1986-04-22,724,724
384903,D. McGraith,Damien,,McGraith,1980-10-12,372,372
420691,Daniel Baiges,Daniel David,,Baiges Dones,1989-11-26,724,724
458045,A. González,Alexander,,González,,862,862
387277,J. Pfeifer,Johann,,Pfeifer,,276,276
557224,M. Javier,Mateo Valero,,Francisco Javier,,724,724
386323,M. Berchebru,Mikael,,Berchebru,,250,250
394732,L. Marinelli,Livio,,Marinelli,1984-11-06,380,380
385497,S. Palhies,Sylvain,,Palhies,1977-11-11,250,250
395163,David Pinto,David Jesús,,Pinto Herrera,1981-08-20,724,724
392330,D. Đurđević,Dalibor,,Đurđević,1973-03-25,688,688
387274,R. Kempter,Robert,,Kempter,1988-03-22,276,276
393618,F. Fiore,Francesco,,Fiore,1982-11-03,380,380
383887,T. Christ,Tobias,,Christ,1976-06-26,276,276
383334,C. Leicher,Christian,,Leicher,1978-08-21,276,276
395066,Andoni Huerga,Andoni,,Huerga Cermeño,,724,724
384955,N. Danos,Nicolas,,Danos,,250,250
377232,P. Mazzoleni,Paolo Silvio,,Mazzoleni,1974-06-12,380,380
388914,A. Grare,Antoine,,Grare,,250,250
393587,F. Piscopo,Fabio,,Piscopo,1986-11-03,380,380
378144,Emerson De Carvalho,Emerson Augusto,,De Carvalho,1972-06-24,76,76
384145,M. Torrentera,Marvin César,,Torrentera Rivera,1971-02-25,484,484
379045,Diego Barbero,Diego,,Barbero Sevilla,,724,724
395088,César Soto,César,,Soto Grado,1980-06-17,724,724
395271,Alberto González,Alberto,,González Hernández,1988-07-14,724,724
456340,Mario Díaz,Mario,,Díaz Ortiz,,724,724
377237,R. Pinzani,Riccardo,,Pinzani,1978-04-21,380,380
381617,M. Clattenburg,Mark,,Clattenburg,1975-03-13,826,826
420032,A. Chiocchi,Andrea,,Chiocchi,,380,380
395318,Sergio Escriche,Sergio,,Escriche Guzmán,1989-03-07,724,724
393151,M. McDonough,Mick,,McDonough,,826,826
395205,Víctor Rives,Víctor,,Rives Leal,1983-04-21,724,724
420994,Manuel Torre,Manuel Ángel,,Torre Cimiano,,724,724
385799,B. Jouannaud,Bertrand,,Jouannaud,,250,250
383492,E. Liberatore,Elenito,,Di Liberatore,,380,380
460048,Jaime Ruiz,Jaime,,Ruiz Álvarez,1987-02-22,724,724
387146,B. Steinhaus,Bibiana,,Steinhaus,1979-03-24,276,276
457643,C. Rossi,Christian,,Rossi,,380,380
379752,F. Andås,Frank,,Andås,1975-09-26,578,578
384891,M. Mullarkey,Mike,,Mullarkey,1970-05-03,826,826
396653,A. Di Martino,Antonio,,Di Martino,1987-12-22,380,380
398960,Iván Hernández,Iván,,Hernández Ramos,,724,724
377258,G. Manganiello,Gianluca,,Manganiello,1981-11-28,380,380
379067,T. Mokrusch,Tomáš,,Mokrusch,,203,203
457938,L. Lanotte,Luigi,,Lanotte,,380,380
385918,A. Halliday,Andy,,Halliday,,826,826
379973,C. Ramos,César Arturo,,Ramos Palazuelos,1983-12-15,484,484
385517,G. Pasqualotti,Gwenaël,,Pasqualotti,,250,250
381844,G. Debart,Guillaume,,Debart,,250,250
